0	1
2.6341	0.3515
7.7069	0.29572
21.8109	0.39032
39.1414	-0.1
43.2219	-0.1
55.7939	-0.1
61.7796	-0.1
64.1826	-0.1
66.0375	-0.1
68.6634	-0.1
75.4505	-0.1
77.8561	2.11236
84.705	-0.1
88.3001	-0.1
94.7926	-0.1
97.9523	-0.1
107.2893	-0.1
109.8	0.38404
127.1937	-0.1
138.0187	-0.1
144.0543	-0.1
146.0719	1.19906
157.2181	-0.1
164.9697	-0.1
169.2281	0.77591
175.5052	-0.1
187.4266	-0.1
189.4738	-0.1
191.8766	0.64538
202.0511	-0.1
204.9948	0.41258
214.8948	0.06062
218.5914	0.54883
229.0254	-0.1
235.5624	0.73453
257.7663	-0.1
271.1921	0.67894
275.2671	0.63066
284.6134	0.57893
294.1953	0.64154
301.5271	0.45685
311.9494	0.38384
314.9268	0.48368
327.0631	0.55333
334.3649	0.29289
344.4064	0.56834
347.9777	0.43264
358.5674	0.38372
364.1681	0.36419
383.7789	0.37608
390.0809	0.41428
396.4662	0.24339
401.8437	0.41567
405.006	0.4189
420.2267	0.49339
425.1778	0.22152
443.8269	0.41522
451.743	0.42117
457.5063	0.36139
471.2903	0.39696
479.726	0.43784
483.1334	0.29784
487.8552	0.56922
490.1353	-0.1
494.1269	0.61244
497.6427	0.32866
506.2166	0.3398
510.6719	0.34218
516.7405	0.35898
523.3323	0.36595
527.0147	0.43476
530.4939	0.36875
535.7098	0.39012
540.2893	0.42532
545.6524	0.44528
567.0928	-0.1
569.7291	-0.1
573.3868	-0.1
575.333	-0.1
578.2201	-0.1
580.6187	-0.1
593.3387	-0.1
597.9965	-0.1
602.8239	-0.1
605.4621	-0.1
607.2911	-0.1
613.4865	-0.1
616.0728	-0.1
617.796	-0.1
620.9577	-0.1
625.8563	-0.1
629.0195	1.99266
630.8331	0.17906
682.4179	0.24264
689.7473	0.21721
697.3855	0.42784
701.4305	0.41366
708.2671	0.35919
715.4593	0.48561
720.0337	-0.1
722.3838	0.55891
725.5235	-0.1
728.2124	-0.1
730.6547	0.32352
742.2	0.3649
758.8786	0.43896
765.4311	0.33028
778.2788	0.21395
781.8392	0.3388
794.2361	0.34264
798.1989	-0.1
815.9515	0.31287
822.0979	-0.1
833.9362	0.37219
841.5069	0.42245
845.8242	-0.1
847.7889	-0.1
849.9994	-0.1
851.7049	-0.1
858.9337	0.44704
872.6045	0.41962
877.4026	0.3183
884.1434	0.3035
892.8697	0.31205
899.2454	0.33007
902.7086	0.19229
907.2395	0.3062
911.747	0.2335
918.4655	0.27028
926.5075	0.25414
931.1118	0.2418
938.0973	0.24602
945.2121	0.2864
959.9665	0.25127
967.4818	1.12803
987.2291	0.2988
1001.9755	0.36927
1009.3234	0.38852
1013.6219	0.42105
1019.3835	0.3912
1023.6954	0.45664
1027.8116	-0.1
1032.6426	0.469
1036.0153	1.61567
1039.9699	-0.1
1046.0284	-0.1
1048.8724	0.30352
1055.577	0.43411
1060.8867	0.3383
1081.5814	0.14569
1085.9107	0.5375
1090.5079	0.3865
1098.5687	0.30417
1101.6346	0.77963
1104.8995	0.07854
1114.5996	0.45153
1118.0071	-0.1
1122.5579	0.44554
1134.5289	0.57544
1137.7173	0.42067
1142.1248	0.44639
1145.7866	0.59214
1165.6154	0.38678
1169.8057	0.65448
1175.3952	0.28419
1180.2185	0.25753
1185.6476	0.39247
1189.8264	0.39981
1193.4053	0.28724
1201.5571	0.31743
1205.1456	0.27026
1223.4118	0.44661
1244.816	0.39315
1249.4704	0.46025
1254.8192	0.35492
1262.777	0.29295
1265.368	-0.1
1269.7587	0.34051
1278.1174	-0.1
1284.6795	-0.1
1292.1858	0.44472
1297.7853	0.45459
1301.5996	0.30295
1309.0051	0.45156
1316.3824	0.62646
1323.7987	0.48006
1327.1345	0.24776
1330.8621	0.46147
1333.5464	0.46608
1340.3127	0.32991
1342.8483	0.31891
1345.3853	0.32371
1352.272	0.43756
1368.3447	-0.1
1371.3429	-0.1
1377.4588	-0.1
1385.2097	1.77174
1398.4398	2.14353
1402.7094	0.18429
1405.5711	-0.1
1408.0369	-0.1
1411.3476	0.27575
1416.1358	0.92865
1420.6403	-0.1
1426.6608	-0.1
1430.2496	-0.1
1431.9749	-0.1
1433.8745	-0.1
1438.9007	0.1283
1443.6278	0.60083
1451.1545	0.3698
1461.0148	0.5606
1471.2506	-0.1
1485.7813	-0.1
1490.4781	-0.1
1494.9014	-0.1
1500.7347	0.68514
1509.1932	0.97143
1513.4806	-0.1
1520.6433	0.40483
1524.5623	0.85493
1530.7471	0.63512
1535.735	0.48722
1540.1585	0.41046
1543.79	-0.1
1553.7187	0.29566
1556.9834	0.52669
1568.7079	0.56962
1572.9728	0.37699
1578.7784	-0.1
1581.1617	0.5037
