"Time"	"0 RT t"
53.706700	-0.100000
60.165700	0.495980
65.916200	0.455990
71.004100	0.481140
75.720300	0.349780
93.258700	0.315230
97.687300	0.338570
100.915500	0.263740
104.173400	0.259040
110.628600	0.279680
113.645900	0.261840
124.790600	0.287620
128.496100	0.241830
141.014200	0.303290
153.449900	0.279480
174.321700	0.440300
180.237000	0.376340
183.349200	0.433960
191.980400	0.381890
196.011900	0.399720
200.607100	0.344940
205.091700	0.338390
210.236000	0.423670
216.671600	0.434350
232.727500	0.492210
236.792900	0.383310
240.868500	0.404050
243.870300	0.398210
247.196600	0.398050
251.176100	0.352800
255.031800	0.343690
259.816200	0.351980
263.870700	0.284090
277.939900	0.380470
284.392200	0.342640
289.389200	0.344590
292.107700	0.377500
295.094700	0.356660
310.520500	0.449750
318.777400	0.333480
323.103100	0.296480
325.654200	0.378570
333.655200	0.398980
340.089000	0.422930
356.380600	0.333590
381.520800	0.427220
385.818000	0.311460
389.197400	0.385580
397.705400	0.398880
405.288900	0.307890
410.951600	0.225350
413.996000	0.357400
434.252800	0.305150
450.765800	0.356790
454.087800	0.395360
459.510400	0.329980
465.774800	0.313830
468.796400	0.341340
471.432500	0.362190
473.941400	0.289350
479.305300	0.122180
484.561200	0.347800
493.304200	0.345940
504.241800	0.306790
511.610500	0.368160
523.130000	0.314240
526.466800	0.331370
537.097700	0.332850
541.773400	0.328980
545.214500	0.333450
549.195900	0.337000
557.361400	0.347160
560.062800	0.368360
564.829800	0.266170
567.941000	0.299450
577.630300	0.313100
581.307100	0.367370
586.658100	0.182850
589.730100	0.405280
592.427500	0.348870
596.389500	0.355110
600.359600	0.323590
603.555600	0.299510
608.286000	0.263260
610.631600	0.359560
619.396300	0.353370
623.994300	0.355770
626.828000	0.525660
638.066500	0.111750
650.076300	0.347150
653.205500	0.386400
663.326000	0.192190
685.208900	0.354340
692.543700	0.499990
695.108400	2.127620
700.311700	0.558600
705.867300	-0.100000
710.287500	0.787160
719.043900	0.451800
732.070600	0.418100
735.995700	0.621220
746.203600	0.449990
750.548700	0.506580
767.267000	0.524420
770.392300	-0.100000
774.415600	0.693610
778.682100	0.514110
781.450500	-0.100000
784.466900	0.488680
788.035600	-0.100000
796.251800	0.452340
803.745100	-0.100000
806.301100	0.506720
813.444700	0.799940
818.226400	0.479460
824.784300	0.521660
827.401900	-0.100000
829.981500	0.270620
832.692600	0.603390
835.552100	0.487670
840.020800	0.482630
853.662600	0.190700
866.290300	0.412110
869.123100	0.430830
876.513200	0.386070
888.392300	0.488940
895.451300	0.536960
898.547100	0.515520
901.617700	0.476040
904.448000	0.498720
920.359100	0.472740
927.308500	0.375180
936.291700	0.209620
946.091000	0.394970
954.567400	0.166930
969.402500	0.398420
972.453100	0.829730
975.539300	0.427360
979.922100	0.403380
986.769600	-0.100000
992.107400	-0.100000
993.897500	0.431390
1001.687900	0.681730
1021.020200	0.639440
1030.437300	-0.100000
1041.616600	-0.100000
1043.521500	-0.100000
1045.778700	-0.100000
1051.247000	-0.100000
1053.115000	-0.100000
1055.683200	-0.100000
1058.030700	-0.100000
1060.647900	1.703490
1065.373300	-0.100000
1076.624700	0.801490
1080.409200	1.609860
1084.363300	0.511680
1087.691600	0.358350
1090.859200	0.359650
1097.693100	0.560870
1103.363100	0.584990
1105.972800	-0.100000
1116.999700	0.544930
1129.493600	0.520780
1136.037300	-0.100000
1139.816100	0.332470
1146.378700	0.595260
1151.623500	0.126460
1162.116600	0.212190
1168.820600	-0.100000
1173.810300	0.413690
1176.364100	0.720640
1180.745500	0.516350
1188.394400	1.084200
1191.705500	0.594540
1198.124900	0.467220
1211.376400	0.461070
1214.428900	0.231460
1219.954600	0.373380
1231.550600	0.358000
1234.187800	0.521810
1249.845800	-0.100000
1252.110000	0.668730
1263.226000	0.581860
1275.876000	-0.100000
1286.004700	0.714570
1294.070500	0.443810
1298.827600	0.615150
1306.987900	-0.100000
1309.000400	0.626730
1327.395200	0.396730
1339.132200	-0.100000
1355.778200	0.439140
1363.475600	0.366690
1366.202500	-0.100000
1370.399000	0.582830
1378.542900	-0.100000
1381.040300	0.718300
1387.297500	-0.100000
1389.176000	-0.100000
1392.667700	-0.100000
1404.165700	-0.100000
1409.014700	-0.100000
1411.868700	1.911220
1416.381300	-0.100000
1421.897400	0.385450
1427.757000	0.949000
1435.261900	-0.100000
1437.811900	0.436890
1451.664100	0.472020
1470.523400	0.548010
1477.883300	0.543060
1481.056900	0.363880
1484.045600	0.327890
1493.097000	0.447720
1502.066200	-0.100000
1509.128200	0.222130
1519.407300	1.009180
1539.684700	0.408220
1613.788500	0.472200
1621.739400	1.081710
1627.981100	-0.100000
1633.507000	-0.100000
1640.581300	-0.100000
1645.322100	-0.100000
1652.918500	-0.100000
1671.947700	-0.100000
1674.942700	-0.100000
1677.639100	-0.100000
1687.556300	0.779410
1690.714200	-0.100000
1692.927100	-0.100000
1696.404000	-0.100000
1699.740600	-0.100000
1702.424400	-0.100000
1705.437600	-0.100000
1709.023500	-0.100000
1715.679700	-0.100000
1719.791000	-0.100000
1728.594100	-0.100000
1731.335200	-0.100000
1733.633100	-0.100000
1738.638600	-0.100000
1750.234700	0.662410
1755.289400	-0.100000
1758.339300	-0.100000
1765.846300	0.690230
1768.868800	0.564630
1772.205700	0.570850
1789.413900	-0.100000
1794.050200	0.782730
1797.816700	0.589180
1802.883900	0.438140
1806.328300	0.401820
1814.138300	0.399390
1818.215800	0.424770
1822.580500	0.079320
1831.104300	0.383620
1834.082900	0.394010
1836.686100	0.388140
1844.188600	0.382750
1847.889200	0.380710
1850.996300	0.404020
1854.871000	0.397730
1859.234600	0.040890
1862.778600	0.374680
1896.912200	0.500260
1900.936500	0.161280
1904.342800	0.444280
1908.916800	0.520940
1935.348100	0.437760
1939.708300	1.127500
1944.116600	0.532930
1951.623300	0.394600
1955.030200	0.492310
1960.058200	0.569600
1964.221100	0.449490
1973.576000	-0.100000
1983.021400	-0.100000
