"Time"	"0 RT t"
177.721300	0.218610
181.972400	0.341110
187.102100	0.170540
193.679800	0.456940
196.788600	0.294200
199.713900	0.237420
209.192700	0.279140
213.854100	0.258640
221.535100	0.037950
226.357300	0.236400
239.580200	0.252290
244.834000	0.303810
247.293600	0.011780
252.161800	0.206990
263.062700	0.312830
265.617200	-0.100000
268.085000	0.294010
274.946900	0.245070
296.287800	0.283350
304.357700	0.338060
310.140300	0.022780
313.120300	0.338010
320.130600	0.208140
323.609600	0.276460
326.829700	0.258960
331.798400	0.312400
373.611100	-0.100000
378.012800	0.301900
382.133400	0.424150
388.415800	0.346850
397.822600	-0.100000
402.040300	-0.100000
404.897900	-0.100000
409.903700	0.377370
414.551800	0.336270
417.757300	0.324760
425.219500	0.430290
428.426000	0.256280
440.785600	0.322900
449.180600	0.278080
452.430500	0.369600
458.871400	0.404040
461.931000	0.467470
471.939900	0.267520
474.685000	0.392610
480.834500	0.350920
484.697700	0.262930
495.029500	0.361920
502.559000	0.283550
505.846000	0.388540
511.255900	0.344760
514.707100	0.399130
526.170500	0.302360
528.954000	0.323840
534.505900	0.288650
538.602100	0.255540
541.410900	0.273980
545.054000	0.322080
562.243300	0.370030
575.246600	0.323150
579.347000	0.356830
583.802300	0.339580
589.051600	0.322200
593.693400	0.288130
600.327700	0.429100
603.934000	0.479640
607.472900	0.277400
617.377600	0.286520
621.058700	0.464780
625.598700	0.383430
636.425700	0.334480
647.262300	0.445010
661.070000	0.370470
664.433700	0.501020
673.365800	0.326370
680.047200	0.364210
684.158800	0.253680
687.933200	0.567430
691.441400	0.432670
731.875000	-0.100000
740.751000	-0.100000
744.617100	0.557780
768.295900	-0.100000
780.543500	0.398610
790.876200	-0.100000
792.677900	0.542450
795.836800	-0.100000
797.839000	0.415830
802.394300	0.279610
811.850200	0.266140
821.796700	0.338600
826.502900	0.487730
829.822800	0.398660
835.085600	0.366280
841.304900	0.500950
852.993700	-0.100000
858.101500	0.334670
863.969900	0.260810
869.892200	0.342400
873.236500	0.411390
875.879600	-0.100000
877.839000	-0.100000
879.998600	0.321150
889.183100	0.706790
892.072100	-0.100000
894.975700	0.277580
899.313900	0.488790
905.041600	0.375290
914.516600	0.455150
919.040200	0.374910
922.261900	0.388100
928.608900	0.339330
934.824700	0.441510
943.238900	-0.100000
947.307500	0.479710
953.785100	0.310650
957.031400	0.588270
960.586800	0.485420
963.601500	-0.100000
966.133800	0.432810
970.073500	0.352910
983.308600	0.351780
991.420000	0.514370
1017.050800	0.330500
1024.644600	0.409840
1034.785700	-0.100000
1037.136800	0.662960
1041.657200	0.278550
1047.994100	0.467330
1052.775700	0.084670
1065.815900	-0.100000
1073.584900	0.379420
1076.137800	-0.100000
1080.381300	0.462150
1088.848600	-0.100000
1092.757300	0.585240
1097.221400	-0.100000
1100.286200	0.448800
1107.430300	0.285370
1110.054700	0.549450
1115.347500	0.243550
1123.685800	0.370360
1126.120500	-0.100000
1131.419000	0.337360
1139.399600	0.417030
1143.232300	0.423930
1150.390000	0.367950
1154.721100	0.302130
1168.031500	0.666550
1186.233300	0.518590
1195.395700	0.368890
1205.219600	0.362870
1210.756200	0.382840
1215.217600	0.427730
1218.178600	0.360880
1222.049500	0.336990
1226.117900	0.263450
1232.218100	0.273380
1236.519800	0.391070
1241.179700	-0.100000
1252.877300	0.329140
1256.168900	0.589310
1286.363600	0.257820
1292.386800	-0.100000
1296.819500	0.497430
1300.361900	0.413750
1312.518600	0.589530
1315.793900	0.327670
1318.985100	-0.100000
1321.940700	0.516890
1328.806800	0.497400
1331.341500	-0.100000
1334.635000	0.360260
1345.780100	-0.100000
1350.273400	-0.100000
1352.874100	-0.100000
1362.406500	0.494700
1373.724000	0.436980
1384.790700	0.310320
1388.147200	-0.100000
1392.688000	-0.100000
1398.002900	0.342700
1401.793200	-0.100000
1410.114000	-0.100000
1415.366800	-0.100000
1421.745700	0.465300
1425.079900	0.429920
1428.976500	0.467680
1433.198800	0.364580
1452.951700	0.290330
1455.855500	0.321030
1459.740600	0.305530
1463.063700	0.409900
1466.560100	0.331560
1471.755200	-0.100000
1478.409300	0.354680
1481.648900	-0.100000
1494.085300	0.144540
1499.902200	0.396980
1503.346500	0.398070
1511.978600	0.248600
1516.884000	0.304560
1521.254900	0.197550
1527.208600	0.172620
1536.163200	0.268360
1548.391700	0.279390
1581.181000	0.354450
1584.098800	-0.100000
1588.452400	0.476020
1594.611000	0.532020
1612.409800	0.329990
1623.265600	0.210260
1625.707900	-0.100000
1639.596700	0.328030
1649.018800	0.271610
1660.685200	-0.100000
1663.974900	0.236180
1666.885500	-0.100000
1669.504500	-0.100000
1672.847500	0.404740
1676.476500	0.336520
1679.428000	0.318410
1682.722400	2.122990
1684.533800	0.311590
1687.386800	-0.100000
1696.902400	0.543200
1705.619000	0.229310
1708.636400	0.226100
1713.095800	0.295410
1716.253200	0.344920
1731.004200	0.396610
1737.825100	0.240680
1741.055000	0.209860
1746.415700	0.197580
1751.466100	0.274890
1754.463400	0.536970
1760.229100	0.183420
1763.382400	-0.100000
1769.465900	0.778550
1787.140800	0.485460
1800.270600	0.332600
1804.527500	-0.100000
1828.772700	-0.100000
1832.088200	-0.100000
1834.175300	-0.100000
1836.382900	-0.100000
1839.803700	-0.100000
1843.250300	-0.100000
1847.809400	-0.100000
1850.128400	-0.100000
1852.001100	0.382420
1854.745200	1.507350
1862.985400	2.155050
1868.257700	0.183370
1872.022000	-0.100000
1899.119700	1.860780
1903.948500	-0.100000
1906.801800	-0.100000
1912.269700	-0.100000
1914.438100	0.643610
1931.264700	-0.100000
1933.957700	-0.100000
1936.190100	-0.100000
1943.490500	0.359460
1947.578200	0.290350
1966.223700	-0.100000
1968.445700	-0.100000
1971.239800	-0.100000
1975.680200	-0.100000
1979.315600	0.235430
1999.266800	-0.100000
